team,odds,date,site,division,conference,market,result
LA,-260.0,Aug11,bookmaker,,,wins,o8.5
LA,205.0,Aug11,bookmaker,,,wins,u8.5
LA,-142.0,Aug11,bookmaker,,,wins,o9.5
LA,126.0,Aug11,bookmaker,,,wins,u9.5
LA,149.0,Aug11,bookmaker,,,wins,o10.5
LA,-184.0,Aug11,bookmaker,,,wins,u10.5
MIA,-124.0,Aug11,bookmaker,,,wins,o7.5
MIA,101.0,Aug11,bookmaker,,,wins,u7.5
MIA,174.0,Aug11,bookmaker,,,wins,o8.5
MIA,-197.0,Aug11,bookmaker,,,wins,u8.5
MIA,328.0,Aug11,bookmaker,,,wins,o9.5
MIA,-445.0,Aug11,bookmaker,,,wins,u9.5
MIN,-346.0,Aug11,bookmaker,,,wins,o7.5
MIN,264.0,Aug11,bookmaker,,,wins,u7.5
MIN,-156.0,Aug11,bookmaker,,,wins,o8.5
MIN,140.0,Aug11,bookmaker,,,wins,u8.5
MIN,125.0,Aug11,bookmaker,,,wins,o9.5
MIN,-153.0,Aug11,bookmaker,,,wins,u9.5
NE,-372.0,Aug11,bookmaker,,,wins,o6.5
NE,282.0,Aug11,bookmaker,,,wins,u6.5
NE,-148.0,Aug11,bookmaker,,,wins,o7.5
NE,132.0,Aug11,bookmaker,,,wins,u7.5
NE,123.0,Aug11,bookmaker,,,wins,o8.5
NE,-150.0,Aug11,bookmaker,,,wins,u8.5
NO,-157.0,Aug11,bookmaker,,,wins,o4.5
NO,128.0,Aug11,bookmaker,,,wins,u4.5
NO,149.0,Aug11,bookmaker,,,wins,o5.5
NO,-166.0,Aug11,bookmaker,,,wins,u5.5
NO,267.0,Aug11,bookmaker,,,wins,o6.5
NO,-350.0,Aug11,bookmaker,,,wins,u6.5
NYG,-198.0,Aug11,bookmaker,,,wins,o4.5
NYG,160.0,Aug11,bookmaker,,,wins,u4.5
NYG,118.0,Aug11,bookmaker,,,wins,o5.5
NYG,-134.0,Aug11,bookmaker,,,wins,u5.5
NYG,223.0,Aug11,bookmaker,,,wins,o6.5
NYG,-285.0,Aug11,bookmaker,,,wins,u6.5
NYJ,-325.0,Aug11,bookmaker,,,wins,o4.5
NYJ,251.0,Aug11,bookmaker,,,wins,u4.5
NYJ,-147.0,Aug11,bookmaker,,,wins,o5.5
NYJ,130.0,Aug11,bookmaker,,,wins,u5.5
NYJ,113.0,Aug11,bookmaker,,,wins,o6.5
NYJ,-138.0,Aug11,bookmaker,,,wins,u6.5
PIT,-245.0,Aug11,bookmaker,,,wins,o7.5
PIT,194.0,Aug11,bookmaker,,,wins,u7.5
PIT,-132.0,Aug11,bookmaker,,,wins,o8.5
PIT,116.0,Aug11,bookmaker,,,wins,u8.5
PIT,156.0,Aug11,bookmaker,,,wins,o9.5
PIT,-193.0,Aug11,bookmaker,,,wins,u9.5
SF,-245.0,Aug11,bookmaker,,,wins,o9.5
SF,194.0,Aug11,bookmaker,,,wins,u9.5
SF,102.0,Aug11,bookmaker,,,wins,o10.5
SF,-118.0,Aug11,bookmaker,,,wins,u10.5
SF,207.0,Aug11,bookmaker,,,wins,o11.5
SF,-262.0,Aug11,bookmaker,,,wins,u11.5
SEA,-147.0,Aug11,bookmaker,,,wins,o7.5
SEA,120.0,Aug11,bookmaker,,,wins,u7.5
SEA,141.0,Aug11,bookmaker,,,wins,o8.5
SEA,-157.0,Aug11,bookmaker,,,wins,u8.5
SEA,233.0,Aug11,bookmaker,,,wins,o9.5
SEA,-300.0,Aug11,bookmaker,,,wins,u9.5
TB,-202.0,Aug11,bookmaker,,,wins,o8.5
TB,163.0,Aug11,bookmaker,,,wins,u8.5
TB,100.0,Aug11,bookmaker,,,wins,o9.5
TB,-116.0,Aug11,bookmaker,,,wins,u9.5
TB,205.0,Aug11,bookmaker,,,wins,o10.5
TB,-260.0,Aug11,bookmaker,,,wins,u10.5
TEN,-330.0,Aug11,bookmaker,,,wins,o4.5
TEN,254.0,Aug11,bookmaker,,,wins,u4.5
TEN,-140.0,Aug11,bookmaker,,,wins,o5.5
TEN,124.0,Aug11,bookmaker,,,wins,u5.5
TEN,142.0,Aug11,bookmaker,,,wins,o6.5
TEN,-175.0,Aug11,bookmaker,,,wins,u6.5
WAS,-233.0,Aug11,bookmaker,,,wins,o8.5
WAS,186.0,Aug11,bookmaker,,,wins,u8.5
WAS,-115.0,Aug11,bookmaker,,,wins,o9.5
WAS,100.0,Aug11,bookmaker,,,wins,u9.5
WAS,192.0,Aug11,bookmaker,,,wins,o10.5
WAS,-242.0,Aug11,bookmaker,,,wins,u10.5
BUF,-300.0,Aug11,betonline,AFC East,,division,
NE,550.0,Aug11,betonline,AFC East,,division,
MIA,650.0,Aug11,betonline,AFC East,,division,
NYJ,1400.0,Aug11,betonline,AFC East,,division,
BAL,-145.0,Aug11,betonline,AFC North,,division,
CIN,225.0,Aug11,betonline,AFC North,,division,
PIT,500.0,Aug11,betonline,AFC North,,division,
CLE,2500.0,Aug11,betonline,AFC North,,division,
HOU,110.0,Aug11,betonline,AFC South,,division,
JAX,275.0,Aug11,betonline,AFC South,,division,
IND,325.0,Aug11,betonline,AFC South,,division,
TEN,700.0,Aug11,betonline,AFC South,,division,
KC,-120.0,Aug11,betonline,AFC West,,division,
LAC,300.0,Aug11,betonline,AFC West,,division,
DEN,325.0,Aug11,betonline,AFC West,,division,
LV,1200.0,Aug11,betonline,AFC West,,division,
PHI,-145.0,Aug11,betonline,NFC East,,division,
WAS,210.0,Aug11,betonline,NFC East,,division,
DAL,550.0,Aug11,betonline,NFC East,,division,
NYG,2500.0,Aug11,betonline,NFC East,,division,
DET,150.0,Aug11,betonline,NFC North,,division,
GB,260.0,Aug11,betonline,NFC North,,division,
MIN,265.0,Aug11,betonline,NFC North,,division,
CHI,550.0,Aug11,betonline,NFC North,,division,
TB,-115.0,Aug11,betonline,NFC South,,division,
ATL,230.0,Aug11,betonline,NFC South,,division,
CAR,425.0,Aug11,betonline,NFC South,,division,
NO,1200.0,Aug11,betonline,NFC South,,division,
SF,160.0,Aug11,betonline,NFC West,,division,
LA,165.0,Aug11,betonline,NFC West,,division,
ARI,425.0,Aug11,betonline,NFC West,,division,
SEA,550.0,Aug11,betonline,NFC West,,division,
ARI,115.0,Aug11,betonline,,,make playoffs,Yes
ARI,-145.0,Aug11,betonline,,,make playoffs,No
ATL,145.0,Aug11,betonline,,,make playoffs,Yes
ATL,-175.0,Aug11,betonline,,,make playoffs,No
BAL,-500.0,Aug11,betonline,,,make playoffs,Yes
BAL,350.0,Aug11,betonline,,,make playoffs,No
BUF,-700.0,Aug11,betonline,,,make playoffs,Yes
BUF,450.0,Aug11,betonline,,,make playoffs,No
CAR,250.0,Aug11,betonline,,,make playoffs,Yes
CAR,-325.0,Aug11,betonline,,,make playoffs,No
CHI,185.0,Aug11,betonline,,,make playoffs,Yes
CHI,-225.0,Aug11,betonline,,,make playoffs,No
CIN,-145.0,Aug11,betonline,,,make playoffs,Yes
CIN,115.0,Aug11,betonline,,,make playoffs,No
CLE,650.0,Aug11,betonline,,,make playoffs,Yes
CLE,-1200.0,Aug11,betonline,,,make playoffs,No
DAL,185.0,Aug11,betonline,,,make playoffs,Yes
DAL,-225.0,Aug11,betonline,,,make playoffs,No
DEN,-125.0,Aug11,betonline,,,make playoffs,Yes
DEN,-105.0,Aug11,betonline,,,make playoffs,No
DET,-190.0,Aug11,betonline,,,make playoffs,Yes
DET,155.0,Aug11,betonline,,,make playoffs,No
GB,-140.0,Aug11,betonline,,,make playoffs,Yes
GB,110.0,Aug11,betonline,,,make playoffs,No
HOU,-150.0,Aug11,betonline,,,make playoffs,Yes
HOU,120.0,Aug11,betonline,,,make playoffs,No
IND,185.0,Aug11,betonline,,,make playoffs,Yes
IND,-225.0,Aug11,betonline,,,make playoffs,No
JAX,160.0,Aug11,betonline,,,make playoffs,Yes
JAX,-200.0,Aug11,betonline,,,make playoffs,No
KC,-400.0,Aug11,betonline,,,make playoffs,Yes
KC,300.0,Aug11,betonline,,,make playoffs,No
LV,300.0,Aug11,betonline,,,make playoffs,Yes
LV,-400.0,Aug11,betonline,,,make playoffs,No
LAC,-135.0,Aug11,betonline,,,make playoffs,Yes
LAC,105.0,Aug11,betonline,,,make playoffs,No
LA,-150.0,Aug11,betonline,,,make playoffs,Yes
LA,120.0,Aug11,betonline,,,make playoffs,No
MIA,200.0,Aug11,betonline,,,make playoffs,Yes
MIA,-260.0,Aug11,betonline,,,make playoffs,No
NE,150.0,Aug11,betonline,,,make playoffs,Yes
NE,-180.0,Aug11,betonline,,,make playoffs,No
NO,800.0,Aug11,betonline,,,make playoffs,Yes
NO,-1600.0,Aug11,betonline,,,make playoffs,No
NYG,650.0,Aug11,betonline,,,make playoffs,Yes
NYG,-1200.0,Aug11,betonline,,,make playoffs,No
NYJ,425.0,Aug11,betonline,,,make playoffs,Yes
NYJ,-650.0,Aug11,betonline,,,make playoffs,No
PHI,-400.0,Aug11,betonline,,,make playoffs,Yes
PHI,300.0,Aug11,betonline,,,make playoffs,No
PIT,140.0,Aug11,betonline,,,make playoffs,Yes
PIT,-170.0,Aug11,betonline,,,make playoffs,No
SF,-205.0,Aug11,betonline,,,make playoffs,Yes
SF,165.0,Aug11,betonline,,,make playoffs,No
SEA,155.0,Aug11,betonline,,,make playoffs,Yes
SEA,-190.0,Aug11,betonline,,,make playoffs,No
TB,-145.0,Aug11,betonline,,,make playoffs,Yes
TB,115.0,Aug11,betonline,,,make playoffs,No
TEN,400.0,Aug11,betonline,,,make playoffs,Yes
TEN,-600.0,Aug11,betonline,,,make playoffs,No
WAS,-145.0,Aug11,betonline,,,make playoffs,Yes
WAS,115.0,Aug11,betonline,,,make playoffs,No
BUF,325.0,Aug11,betonline,AFC East,AFC,conference,
BAL,350.0,Aug11,betonline,AFC North,AFC,conference,
KC,425.0,Aug11,betonline,AFC West,AFC,conference,
CIN,1000.0,Aug11,betonline,AFC North,AFC,conference,
LAC,1200.0,Aug11,betonline,AFC West,AFC,conference,
HOU,1400.0,Aug11,betonline,AFC South,AFC,conference,
DEN,1400.0,Aug11,betonline,AFC West,AFC,conference,
PIT,1800.0,Aug11,betonline,AFC North,AFC,conference,
MIA,3300.0,Aug11,betonline,AFC East,AFC,conference,
JAX,3300.0,Aug11,betonline,AFC South,AFC,conference,
IND,3300.0,Aug11,betonline,AFC South,AFC,conference,
NE,4000.0,Aug11,betonline,AFC East,AFC,conference,
LV,5000.0,Aug11,betonline,AFC West,AFC,conference,
TEN,10000.0,Aug11,betonline,AFC South,AFC,conference,
NYJ,12500.0,Aug11,betonline,AFC East,AFC,conference,
CLE,12500.0,Aug11,betonline,AFC North,AFC,conference,
PHI,350.0,Aug11,betonline,NFC East,NFC,conference,
DET,550.0,Aug11,betonline,NFC North,NFC,conference,
SF,850.0,Aug11,betonline,NFC West,NFC,conference,
GB,850.0,Aug11,betonline,NFC North,NFC,conference,
LA,900.0,Aug11,betonline,NFC West,NFC,conference,
MIN,900.0,Aug11,betonline,NFC North,NFC,conference,
WAS,1000.0,Aug11,betonline,NFC East,NFC,conference,
TB,1200.0,Aug11,betonline,NFC South,NFC,conference,
DAL,2200.0,Aug11,betonline,NFC East,NFC,conference,
CHI,2500.0,Aug11,betonline,NFC North,NFC,conference,
SEA,2800.0,Aug11,betonline,NFC West,NFC,conference,
ATL,3300.0,Aug11,betonline,NFC South,NFC,conference,
ARI,3300.0,Aug11,betonline,NFC West,NFC,conference,
CAR,6600.0,Aug11,betonline,NFC South,NFC,conference,
NYG,10000.0,Aug11,betonline,NFC East,NFC,conference,
NO,15000.0,Aug11,betonline,NFC South,NFC,conference,
BUF,500.0,Aug11,betonline,AFC East,AFC,super bowl,
BAL,650.0,Aug11,betonline,AFC North,AFC,super bowl,
PHI,775.0,Aug11,betonline,NFC East,NFC,super bowl,
KC,875.0,Aug11,betonline,AFC West,AFC,super bowl,
DET,1200.0,Aug11,betonline,NFC North,NFC,super bowl,
SF,1600.0,Aug11,betonline,NFC West,NFC,super bowl,
GB,1800.0,Aug11,betonline,NFC North,NFC,super bowl,
LA,1800.0,Aug11,betonline,NFC West,NFC,super bowl,
CIN,2200.0,Aug11,betonline,AFC North,AFC,super bowl,
WAS,2200.0,Aug11,betonline,NFC East,NFC,super bowl,
MIN,2500.0,Aug11,betonline,NFC North,NFC,super bowl,
DEN,2800.0,Aug11,betonline,AFC West,AFC,super bowl,
LAC,2800.0,Aug11,betonline,AFC West,AFC,super bowl,
HOU,3300.0,Aug11,betonline,AFC South,AFC,super bowl,
TB,3300.0,Aug11,betonline,NFC South,NFC,super bowl,
ARI,4500.0,Aug11,betonline,NFC West,NFC,super bowl,
DAL,4500.0,Aug11,betonline,NFC East,NFC,super bowl,
PIT,4500.0,Aug11,betonline,AFC North,AFC,super bowl,
CHI,5000.0,Aug11,betonline,NFC North,NFC,super bowl,
SEA,6600.0,Aug11,betonline,NFC West,NFC,super bowl,
ATL,7500.0,Aug11,betonline,NFC South,NFC,super bowl,
JAX,7500.0,Aug11,betonline,AFC South,AFC,super bowl,
NE,7500.0,Aug11,betonline,AFC East,AFC,super bowl,
IND,8000.0,Aug11,betonline,AFC South,AFC,super bowl,
MIA,8000.0,Aug11,betonline,AFC East,AFC,super bowl,
LV,10000.0,Aug11,betonline,AFC West,AFC,super bowl,
CAR,15000.0,Aug11,betonline,NFC South,NFC,super bowl,
NYG,22500.0,Aug11,betonline,NFC East,NFC,super bowl,
NYJ,22500.0,Aug11,betonline,AFC East,AFC,super bowl,
TEN,22500.0,Aug11,betonline,AFC South,AFC,super bowl,
CLE,25000.0,Aug11,betonline,AFC North,AFC,super bowl,
NO,30000.0,Aug11,betonline,NFC South,NFC,super bowl,
PHI vs BUF,1600.0,Aug11,betonline,,,exact matchup,
PHI vs BAL,1700.0,Aug11,betonline,,,exact matchup,
PHI vs KC,1700.0,Aug11,betonline,,,exact matchup,
DET vs BUF,2000.0,Aug11,betonline,,,exact matchup,
DET vs BAL,2100.0,Aug11,betonline,,,exact matchup,
DET vs KC,2100.0,Aug11,betonline,,,exact matchup,
PHI vs CIN,3700.0,Aug11,betonline,,,exact matchup,
SF vs BUF,3700.0,Aug11,betonline,,,exact matchup,
SF vs BAL,3900.0,Aug11,betonline,,,exact matchup,
SF vs KC,3900.0,Aug11,betonline,,,exact matchup,
GB vs BAL,4000.0,Aug11,betonline,,,exact matchup,
LA vs BUF,4100.0,Aug11,betonline,,,exact matchup,
LA vs BAL,4400.0,Aug11,betonline,,,exact matchup,
LA vs KC,4400.0,Aug11,betonline,,,exact matchup,
WAS vs BUF,4500.0,Aug11,betonline,,,exact matchup,
DET vs CIN,4800.0,Aug11,betonline,,,exact matchup,
WAS vs BAL,4800.0,Aug11,betonline,,,exact matchup,
WAS vs KC,4800.0,Aug11,betonline,,,exact matchup,
GB vs BUF,5000.0,Aug11,betonline,,,exact matchup,
PHI vs LAC,5100.0,Aug11,betonline,,,exact matchup,
GB vs KC,5300.0,Aug11,betonline,,,exact matchup,
PHI vs DEN,5900.0,Aug11,betonline,,,exact matchup,
PHI vs HOU,5900.0,Aug11,betonline,,,exact matchup,
MIN vs BUF,6200.0,Aug11,betonline,,,exact matchup,
TB vs BUF,6200.0,Aug11,betonline,,,exact matchup,
DET vs LAC,6400.0,Aug11,betonline,,,exact matchup,
MIN vs BAL,6600.0,Aug11,betonline,,,exact matchup,
MIN vs KC,6600.0,Aug11,betonline,,,exact matchup,
TB vs BAL,6600.0,Aug11,betonline,,,exact matchup,
TB vs KC,6600.0,Aug11,betonline,,,exact matchup,
CHI vs BUF,7100.0,Aug11,betonline,,,exact matchup,
DET vs DEN,7400.0,Aug11,betonline,,,exact matchup,
DET vs HOU,7400.0,Aug11,betonline,,,exact matchup,
CHI vs BAL,7500.0,Aug11,betonline,,,exact matchup,
CHI vs KC,7500.0,Aug11,betonline,,,exact matchup,
SF vs CIN,8400.0,Aug11,betonline,,,exact matchup,
PHI vs PIT,9100.0,Aug11,betonline,,,exact matchup,
LA vs CIN,9400.0,Aug11,betonline,,,exact matchup,
DAL vs BUF,9600.0,Aug11,betonline,,,exact matchup,
DAL vs BAL,10200.0,Aug11,betonline,,,exact matchup,
DAL vs KC,10200.0,Aug11,betonline,,,exact matchup,
WAS vs CIN,10300.0,Aug11,betonline,,,exact matchup,
GB vs CIN,11300.0,Aug11,betonline,,,exact matchup,
DET vs PIT,11400.0,Aug11,betonline,,,exact matchup,
SF vs LAC,11600.0,Aug11,betonline,,,exact matchup,
LA vs LAC,12900.0,Aug11,betonline,,,exact matchup,
SF vs DEN,13400.0,Aug11,betonline,,,exact matchup,
SF vs HOU,13400.0,Aug11,betonline,,,exact matchup,
PHI vs LV,13500.0,Aug11,betonline,,,exact matchup,
PHI vs MIA,13500.0,Aug11,betonline,,,exact matchup,
MIN vs CIN,14100.0,Aug11,betonline,,,exact matchup,
TB vs CIN,14100.0,Aug11,betonline,,,exact matchup,
WAS vs LAC,14200.0,Aug11,betonline,,,exact matchup,
ARI vs BUF,14300.0,Aug11,betonline,,,exact matchup,
ATL vs BUF,14300.0,Aug11,betonline,,,exact matchup,
SEA vs BUF,14300.0,Aug11,betonline,,,exact matchup,
LA vs DEN,14900.0,Aug11,betonline,,,exact matchup,
LA vs HOU,14900.0,Aug11,betonline,,,exact matchup,
ARI vs BAL,15200.0,Aug11,betonline,,,exact matchup,
ARI vs KC,15200.0,Aug11,betonline,,,exact matchup,
ATL vs BAL,15200.0,Aug11,betonline,,,exact matchup,
ATL vs KC,15200.0,Aug11,betonline,,,exact matchup,
SEA vs BAL,15200.0,Aug11,betonline,,,exact matchup,
SEA vs KC,15200.0,Aug11,betonline,,,exact matchup,
GB vs LAC,15500.0,Aug11,betonline,,,exact matchup,
CHI vs CIN,16000.0,Aug11,betonline,,,exact matchup,
PHI vs JAX,16300.0,Aug11,betonline,,,exact matchup,
PHI vs NE,16300.0,Aug11,betonline,,,exact matchup,
WAS vs DEN,16400.0,Aug11,betonline,,,exact matchup,
WAS vs HOU,16400.0,Aug11,betonline,,,exact matchup,
DET vs LV,16900.0,Aug11,betonline,,,exact matchup,
DET vs MIA,16900.0,Aug11,betonline,,,exact matchup,
GB vs DEN,17900.0,Aug11,betonline,,,exact matchup,
GB vs HOU,17900.0,Aug11,betonline,,,exact matchup,
MIN vs LAC,19400.0,Aug11,betonline,,,exact matchup,
TB vs LAC,19400.0,Aug11,betonline,,,exact matchup,
PHI vs IND,20300.0,Aug11,betonline,,,exact matchup,
DET vs JAX,20400.0,Aug11,betonline,,,exact matchup,
DET vs NE,20400.0,Aug11,betonline,,,exact matchup,
SF vs PIT,20600.0,Aug11,betonline,,,exact matchup,
DAL vs CIN,21700.0,Aug11,betonline,,,exact matchup,
CHI vs LAC,22000.0,Aug11,betonline,,,exact matchup,
MIN vs DEN,22400.0,Aug11,betonline,,,exact matchup,
MIN vs HOU,22400.0,Aug11,betonline,,,exact matchup,
TB vs DEN,22400.0,Aug11,betonline,,,exact matchup,
TB vs HOU,22400.0,Aug11,betonline,,,exact matchup,
LA vs PIT,22900.0,Aug11,betonline,,,exact matchup,
NYG vs BUF,23700.0,Aug11,betonline,,,exact matchup,
NYG vs BAL,25100.0,Aug11,betonline,,,exact matchup,
NYG vs KC,25100.0,Aug11,betonline,,,exact matchup,
WAS vs PIT,25200.0,Aug11,betonline,,,exact matchup,
CHI vs DEN,25400.0,Aug11,betonline,,,exact matchup,
CHI vs HOU,25400.0,Aug11,betonline,,,exact matchup,
DET vs IND,25400.0,Aug11,betonline,,,exact matchup,
GB vs PIT,27500.0,Aug11,betonline,,,exact matchup,
DAL vs LAC,29800.0,Aug11,betonline,,,exact matchup,
PHI vs CLE,30300.0,Aug11,betonline,,,exact matchup,
PHI vs NYJ,30300.0,Aug11,betonline,,,exact matchup,
SF vs LV,30500.0,Aug11,betonline,,,exact matchup,
SF vs MIA,30500.0,Aug11,betonline,,,exact matchup,
ARI vs CIN,32200.0,Aug11,betonline,,,exact matchup,
ATL vs CIN,32200.0,Aug11,betonline,,,exact matchup,
SEA vs CIN,32200.0,Aug11,betonline,,,exact matchup,
LA vs LV,33900.0,Aug11,betonline,,,exact matchup,
LA vs MIA,33900.0,Aug11,betonline,,,exact matchup,
CAR vs BUF,34300.0,Aug11,betonline,,,exact matchup,
NO vs BUF,34300.0,Aug11,betonline,,,exact matchup,
DAL vs DEN,34400.0,Aug11,betonline,,,exact matchup,
DAL vs HOU,34400.0,Aug11,betonline,,,exact matchup,
MIN vs PIT,34400.0,Aug11,betonline,,,exact matchup,
TB vs PIT,34400.0,Aug11,betonline,,,exact matchup,
CAR vs BAL,36300.0,Aug11,betonline,,,exact matchup,
NO vs BAL,36300.0,Aug11,betonline,,,exact matchup,
NO vs KC,36300.0,Aug11,betonline,,,exact matchup,
CAR vs KC,36350.0,Aug11,betonline,,,exact matchup,
SF vs JAX,36800.0,Aug11,betonline,,,exact matchup,
SF vs NE,36800.0,Aug11,betonline,,,exact matchup,
WAS vs LV,37300.0,Aug11,betonline,,,exact matchup,
WAS vs MIA,37300.0,Aug11,betonline,,,exact matchup,
DET vs CLE,37900.0,Aug11,betonline,,,exact matchup,
DET vs NYJ,37900.0,Aug11,betonline,,,exact matchup,
CHI vs PIT,39000.0,Aug11,betonline,,,exact matchup,
PHI vs TEN,40300.0,Aug11,betonline,,,exact matchup,
GB vs LV,40700.0,Aug11,betonline,,,exact matchup,
GB vs MIA,40700.0,Aug11,betonline,,,exact matchup,
LA vs JAX,40900.0,Aug11,betonline,,,exact matchup,
LA vs NE,40900.0,Aug11,betonline,,,exact matchup,
ARI vs LAC,44100.0,Aug11,betonline,,,exact matchup,
ATL vs LAC,44100.0,Aug11,betonline,,,exact matchup,
SEA vs LAC,44100.0,Aug11,betonline,,,exact matchup,
WAS vs JAX,45000.0,Aug11,betonline,,,exact matchup,
WAS vs NE,45000.0,Aug11,betonline,,,exact matchup,
SF vs IND,45800.0,Aug11,betonline,,,exact matchup,
GB vs JAX,49100.0,Aug11,betonline,,,exact matchup,
GB vs NE,49100.0,Aug11,betonline,,,exact matchup,
DET vs TEN,50400.0,Aug11,betonline,,,exact matchup,
ARI vs DEN,50900.0,Aug11,betonline,,,exact matchup,
ARI vs HOU,50900.0,Aug11,betonline,,,exact matchup,
ATL vs DEN,50900.0,Aug11,betonline,,,exact matchup,
ATL vs HOU,50900.0,Aug11,betonline,,,exact matchup,
LA vs IND,50900.0,Aug11,betonline,,,exact matchup,
MIN vs LV,50900.0,Aug11,betonline,,,exact matchup,
MIN vs MIA,50900.0,Aug11,betonline,,,exact matchup,
SEA vs DEN,50900.0,Aug11,betonline,,,exact matchup,
SEA vs HOU,50900.0,Aug11,betonline,,,exact matchup,
TB vs LV,50900.0,Aug11,betonline,,,exact matchup,
TB vs MIA,50900.0,Aug11,betonline,,,exact matchup,
DAL vs PIT,52800.0,Aug11,betonline,,,exact matchup,
NYG vs CIN,53100.0,Aug11,betonline,,,exact matchup,
WAS vs IND,56000.0,Aug11,betonline,,,exact matchup,
CHI vs LV,57700.0,Aug11,betonline,,,exact matchup,
CHI vs MIA,57700.0,Aug11,betonline,,,exact matchup,
GB vs IND,61100.0,Aug11,betonline,,,exact matchup,
MIN vs JAX,61400.0,Aug11,betonline,,,exact matchup,
MIN vs NE,61400.0,Aug11,betonline,,,exact matchup,
TB vs JAX,61400.0,Aug11,betonline,,,exact matchup,
TB vs NE,61400.0,Aug11,betonline,,,exact matchup,
SF vs CLE,68300.0,Aug11,betonline,,,exact matchup,
SF vs NYJ,68300.0,Aug11,betonline,,,exact matchup,
CHI vs JAX,69600.0,Aug11,betonline,,,exact matchup,
CHI vs NE,69600.0,Aug11,betonline,,,exact matchup,
NYG vs LAC,72700.0,Aug11,betonline,,,exact matchup,
LA vs CLE,75900.0,Aug11,betonline,,,exact matchup,
LA vs NYJ,75900.0,Aug11,betonline,,,exact matchup,
MIN vs IND,76400.0,Aug11,betonline,,,exact matchup,
TB vs IND,76400.0,Aug11,betonline,,,exact matchup,
CAR vs CIN,76800.0,Aug11,betonline,,,exact matchup,
NO vs CIN,76800.0,Aug11,betonline,,,exact matchup,
ARI vs PIT,78100.0,Aug11,betonline,,,exact matchup,
ATL vs PIT,78100.0,Aug11,betonline,,,exact matchup,
DAL vs LV,78100.0,Aug11,betonline,,,exact matchup,
DAL vs MIA,78100.0,Aug11,betonline,,,exact matchup,
SEA vs PIT,78100.0,Aug11,betonline,,,exact matchup,
WAS vs CLE,83500.0,Aug11,betonline,,,exact matchup,
WAS vs NYJ,83500.0,Aug11,betonline,,,exact matchup,
NYG vs DEN,83900.0,Aug11,betonline,,,exact matchup,
NYG vs HOU,83900.0,Aug11,betonline,,,exact matchup,
CHI vs IND,86600.0,Aug11,betonline,,,exact matchup,
SF vs TEN,90800.0,Aug11,betonline,,,exact matchup,
GB vs CLE,91100.0,Aug11,betonline,,,exact matchup,
GB vs NYJ,91100.0,Aug11,betonline,,,exact matchup,
DAL vs JAX,94200.0,Aug11,betonline,,,exact matchup,
DAL vs NE,94200.0,Aug11,betonline,,,exact matchup,
LA vs TEN,100900.0,Aug11,betonline,,,exact matchup,
CAR vs LAC,105200.0,Aug11,betonline,,,exact matchup,
NO vs LAC,105200.0,Aug11,betonline,,,exact matchup,
WAS vs TEN,111000.0,Aug11,betonline,,,exact matchup,
MIN vs CLE,113900.0,Aug11,betonline,,,exact matchup,
MIN vs NYJ,113900.0,Aug11,betonline,,,exact matchup,
TB vs CLE,113900.0,Aug11,betonline,,,exact matchup,
TB vs NYJ,113900.0,Aug11,betonline,,,exact matchup,
ARI vs LV,115500.0,Aug11,betonline,,,exact matchup,
ARI vs MIA,115500.0,Aug11,betonline,,,exact matchup,
ATL vs LV,115500.0,Aug11,betonline,,,exact matchup,
ATL vs MIA,115500.0,Aug11,betonline,,,exact matchup,
SEA vs LV,115500.0,Aug11,betonline,,,exact matchup,
SEA vs MIA,115500.0,Aug11,betonline,,,exact matchup,
DAL vs IND,117200.0,Aug11,betonline,,,exact matchup,
GB vs TEN,121100.0,Aug11,betonline,,,exact matchup,
CAR vs DEN,121400.0,Aug11,betonline,,,exact matchup,
CAR vs HOU,121400.0,Aug11,betonline,,,exact matchup,
NO vs DEN,121400.0,Aug11,betonline,,,exact matchup,
NO vs HOU,121400.0,Aug11,betonline,,,exact matchup,
NYG vs PIT,128700.0,Aug11,betonline,,,exact matchup,
CHI vs CLE,129100.0,Aug11,betonline,,,exact matchup,
CHI vs NYJ,129100.0,Aug11,betonline,,,exact matchup,
ARI vs JAX,139300.0,Aug11,betonline,,,exact matchup,
ARI vs NE,139300.0,Aug11,betonline,,,exact matchup,
ATL vs JAX,139300.0,Aug11,betonline,,,exact matchup,
ATL vs NE,139300.0,Aug11,betonline,,,exact matchup,
SEA vs JAX,139300.0,Aug11,betonline,,,exact matchup,
SEA vs NE,139300.0,Aug11,betonline,,,exact matchup,
MIN vs TEN,151400.0,Aug11,betonline,,,exact matchup,
TB vs TEN,151400.0,Aug11,betonline,,,exact matchup,
CHI vs TEN,171600.0,Aug11,betonline,,,exact matchup,
ARI vs IND,173300.0,Aug11,betonline,,,exact matchup,
ATL vs IND,173300.0,Aug11,betonline,,,exact matchup,
SEA vs IND,173300.0,Aug11,betonline,,,exact matchup,
DAL vs CLE,174700.0,Aug11,betonline,,,exact matchup,
DAL vs NYJ,174700.0,Aug11,betonline,,,exact matchup,
CAR vs PIT,186200.0,Aug11,betonline,,,exact matchup,
NO vs PIT,186200.0,Aug11,betonline,,,exact matchup,
NYG vs LV,190300.0,Aug11,betonline,,,exact matchup,
NYG vs MIA,190300.0,Aug11,betonline,,,exact matchup,
NYG vs JAX,229500.0,Aug11,betonline,,,exact matchup,
NYG vs NE,229500.0,Aug11,betonline,,,exact matchup,
